timestamp,fileformat,filename,height,width,filedata,calibrated_sensor_token,token,ego_pose_token,sample_token,is_key_frame,next,prev,count,distance_to_closest_keyframe
1755778946.269784,npy,samples/MICARRAY/rosbag__MICARRAY__1755778946269784.npy,0,0,"[[ 2.23324585  4.52600098  0.23710632 ...  0.44692993  0.41744995
   4.80741882]
 [ 2.27923584  4.55200195  0.25845337 ...  0.45713806  0.44380188
   4.79867554]
 [ 2.39637756  4.53858948  0.23684692 ...  0.46801758  0.48484802
   4.80484009]
 ...
 [-0.38354492  0.49211121 -1.78610229 ...  0.87184143  1.73054504
  -5.29936218]
 [-0.41963196  0.54019165 -1.76303101 ...  0.8313446   1.70196533
  -5.30667114]
 [-0.44432068  0.59188843 -1.76672363 ...  0.83352661  1.6493988
  -5.35279846]]",12bd54704507014d6d9aa85f62443120,d02a402577c5adfdab640dee84b15841,002663f8-6c40-4cc8-b790-a56b34eb0b5b,d4466fa9cc7ed0b570f842e6e8d128e0,False,e8350aeb85887f3f46a390a9c214d8a5,320b3c31f826d185aa36daa4af69e5d6,2,0.06967997550964355
1755778946.299995,pcd.bin,samples/LIDAR_TOP/rosbag__LIDAR_TOP__1755778946299995.pcd.bin,0,0,"[[-15.106253    -0.25324365   8.318922     0.           0.        ]
 [-14.949987    -0.15201247   8.257691     0.           0.        ]
 [-15.085333    -0.05364939   8.311331     0.           0.        ]
 ...
 [ -3.6879177   -0.12870176   0.12794697   0.           0.        ]
 [ -3.6989512   -0.09962217   0.12419569   0.           0.        ]
 [ -3.7032704   -0.07031634   0.12294459   0.           0.        ]]",c6033e509fb7da9fade41888057ef650,1781805d6b6265e40d765fc31e8d9f46,002663f8-6c40-4cc8-b790-a56b34eb0b5b,d4466fa9cc7ed0b570f842e6e8d128e0,False,77a55152126acf6b2a197d3a9d609dc8,202e77dad038a242c20056de7882146b,2,0.09989094734191895
1755778946.345586,npy,samples/MICARRAY/rosbag__MICARRAY__1755778946345586.npy,0,0,"[[ 1.15792847 -0.50080872 -0.69082642 ... -0.89414978 -0.28009033
   4.63577271]
 [ 1.17393494 -0.44107056 -0.72042847 ... -0.97686768 -0.32237244
   4.52571106]
 [ 1.18859863 -0.38537598 -0.72949219 ... -1.01152039 -0.3506012
   4.4393158 ]
 ...
 [ 0.21144104 -1.03007507 -0.71636963 ...  2.05187988  2.08467102
  -1.59899902]
 [ 0.18206787 -1.06878662 -0.67318726 ...  2.06440735  2.10507202
  -1.60110474]
 [ 0.16664124 -1.07572937 -0.64128113 ...  2.11428833  2.11412048
  -1.58981323]]",12bd54704507014d6d9aa85f62443120,e8350aeb85887f3f46a390a9c214d8a5,002663f8-6c40-4cc8-b790-a56b34eb0b5b,ab54bb80f3914fac266800c10836e4a6,False,288cf556a1109cb144fb34322ecb83db,d02a402577c5adfdab640dee84b15841,2,0.05458498001098633
1755778946.35974,npy,samples/MICARRAY/rosbag__MICARRAY__1755778946359739.npy,0,0,"[[ 0.4309082  -1.44316101  1.13935852 ...  0.62113953 -0.81697083
  -2.05345154]
 [ 0.47949219 -1.46305847  1.16304016 ...  0.59437561 -0.81918335
  -2.16429138]
 [ 0.51576233 -1.47642517  1.11952209 ...  0.59669495 -0.80570984
  -2.2796936 ]
 ...
 [ 1.85525513 -0.86433411  0.0565033  ... -0.65606689 -1.60136414
   0.84677124]
 [ 1.90270996 -0.90885925  0.03266907 ... -0.64572144 -1.56289673
   0.77012634]
 [ 1.9677887  -0.87664795  0.03413391 ... -0.68959045 -1.50959778
   0.73100281]]",12bd54704507014d6d9aa85f62443120,288cf556a1109cb144fb34322ecb83db,002663f8-6c40-4cc8-b790-a56b34eb0b5b,ab54bb80f3914fac266800c10836e4a6,False,4c2605a8473ab5b20cd3b199208986fc,e8350aeb85887f3f46a390a9c214d8a5,2,0.04043102264404297
1755778946.370301,npy,samples/MICARRAY/rosbag__MICARRAY__1755778946370301.npy,0,0,"[[-0.02394104  0.02189636  2.2769165  ... -0.01443481 -0.38525391
  -1.92771912]
 [-0.00534058 -0.01467896  2.34832764 ... -0.03053284 -0.32836914
  -1.90055847]
 [-0.06993103  0.03215027  2.3755188  ... -0.02536011 -0.26525879
  -1.82855225]
 ...
 [-0.3817749  -2.29888916  0.78430176 ... -0.4380188   0.23464966
  -1.78677368]
 [-0.3896637  -2.32258606  0.74351501 ... -0.43588257  0.26821899
  -1.7875824 ]
 [-0.44676208 -2.29286194  0.70613098 ... -0.42163086  0.26556396
  -1.80566406]]",12bd54704507014d6d9aa85f62443120,4c2605a8473ab5b20cd3b199208986fc,002663f8-6c40-4cc8-b790-a56b34eb0b5b,ab54bb80f3914fac266800c10836e4a6,False,02f0298b1983da275831e2d013111f63,288cf556a1109cb144fb34322ecb83db,2,0.029870033264160156
1755778946.400171,pcd.bin,samples/LIDAR_TOP/rosbag__LIDAR_TOP__1755778946400171.pcd.bin,0,0,"[[-16.504911    -0.2749441    8.868738     0.           0.        ]
 [-17.367775    -0.17464133   9.20816      0.           0.        ]
 [-20.220697    -0.07010343  10.330258     0.           0.        ]
 ...
 [ -3.6580415   -0.12789534   0.139382     0.           0.        ]
 [ -3.6485267   -0.09856972   0.14349031   0.           0.        ]
 [ -3.6322947   -0.06926923   0.15009761   0.           0.        ]]",c6033e509fb7da9fade41888057ef650,77a55152126acf6b2a197d3a9d609dc8,002663f8-6c40-4cc8-b790-a56b34eb0b5b,ab54bb80f3914fac266800c10836e4a6,True,7e8cac710e1012f794475e86e877747c,1781805d6b6265e40d765fc31e8d9f46,2,0.0
1755778946.464912,npy,samples/MICARRAY/rosbag__MICARRAY__1755778946464912.npy,0,0,"[[-0.78929138 -2.56019592 -0.08830261 ... -1.36421204  0.08422852
   1.82189941]
 [-0.78718567 -2.54985046 -0.05665588 ... -1.34757996  0.08811951
   1.83132935]
 [-0.88606262 -2.56637573 -0.06681824 ... -1.33891296  0.03482056
   1.8767395 ]
 ...
 [ 0.44650269  2.28735352  0.1105957  ...  0.85124207 -1.6439209
  -2.87893677]
 [ 0.54524231  2.32893372  0.15849304 ...  0.8299408  -1.68806458
  -2.89416504]
 [ 0.63153076  2.34417725  0.18965149 ...  0.83047485 -1.66438293
  -2.89576721]]",12bd54704507014d6d9aa85f62443120,02f0298b1983da275831e2d013111f63,002663f8-6c40-4cc8-b790-a56b34eb0b5b,ab54bb80f3914fac266800c10836e4a6,False,269bf89604656149106f89c552c2583e,4c2605a8473ab5b20cd3b199208986fc,2,0.06474089622497559
1755778946.477684,npy,samples/MICARRAY/rosbag__MICARRAY__1755778946477684.npy,0,0,"[[ 0.33766174  0.52444458  0.31654358 ... -1.69456482 -1.21365356
  -1.46426392]
 [ 0.37890625  0.53730774  0.35261536 ... -1.6300354  -1.21022034
  -1.44146729]
 [ 0.42398071  0.52537537  0.42251587 ... -1.57691956 -1.18858337
  -1.41166687]
 ...
 [-1.4881897   6.26664734 -0.41239929 ...  2.73518372  0.87417603
  -5.72138977]
 [-1.47433472  6.45291138 -0.39875793 ...  2.76167297  0.96798706
  -5.75611877]
 [-1.49621582  6.59820557 -0.43464661 ...  2.78881836  1.05621338
  -5.76194763]]",12bd54704507014d6d9aa85f62443120,269bf89604656149106f89c552c2583e,002663f8-6c40-4cc8-b790-a56b34eb0b5b,ab54bb80f3914fac266800c10836e4a6,False,c2fa55553f98c5f2f40c9c92f6cfa192,02f0298b1983da275831e2d013111f63,2,0.07751297950744629
1755778946.494152,npy,samples/MICARRAY/rosbag__MICARRAY__1755778946494152.npy,0,0,"[[-0.83914185  0.29037476  0.38668823 ...  1.21247864 -0.28465271
   2.1632843 ]
 [-0.72976685  0.32170105  0.35957336 ...  1.26031494 -0.3041687
   2.14726257]
 [-0.60614014  0.35545349  0.38105774 ...  1.29057312 -0.3013916
   2.14633179]
 ...
 [ 4.02622986 -1.05340576 -5.86741638 ...  5.67294312 -1.34016418
  -0.33509827]
 [ 4.04402161 -0.97491455 -5.88032532 ...  5.58790588 -1.31506348
  -0.3518219 ]
 [ 3.99479675 -0.9041748  -5.89674377 ...  5.55474854 -1.31906128
  -0.35591125]]",12bd54704507014d6d9aa85f62443120,c2fa55553f98c5f2f40c9c92f6cfa192,002663f8-6c40-4cc8-b790-a56b34eb0b5b,ab54bb80f3914fac266800c10836e4a6,False,167ac9173166d8844379ed9d63281e3a,269bf89604656149106f89c552c2583e,2,0.09398102760314941
1755778946.50035,pcd.bin,samples/LIDAR_TOP/rosbag__LIDAR_TOP__1755778946500350.pcd.bin,0,0,"[[-17.932415    -0.2970921    9.4298935    0.           0.        ]
 [-17.858221    -0.17923155   9.400961     0.           0.        ]
 [-16.652557    -0.05867087   8.927473     0.           0.        ]
 ...
 [ -3.6459045   -0.12756772   0.14402747   0.           0.        ]
 [ -3.6494603   -0.09858922   0.14313304   0.           0.        ]
 [ -3.6612449   -0.06969634   0.139022     0.           0.        ]]",c6033e509fb7da9fade41888057ef650,7e8cac710e1012f794475e86e877747c,002663f8-6c40-4cc8-b790-a56b34eb0b5b,5752ac0af48a6756b2839ee3a4f88280,False,7a27a73d11efc0eae6932e38b4ab813f,77a55152126acf6b2a197d3a9d609dc8,2,0.09974098205566406
1755778946.600091,pcd.bin,samples/LIDAR_TOP/rosbag__LIDAR_TOP__1755778946600091.pcd.bin,0,0,"[[-18.160406    -0.30062944   9.519517     0.           0.        ]
 [-17.66744     -0.17744598   9.325963     0.           0.        ]
 [-17.661392    -0.06190325   9.324087     0.           0.        ]
 ...
 [ -3.6216297   -0.1269125    0.1533184    0.           0.        ]
 [ -3.6261163   -0.09810197   0.15206587   0.           0.        ]
 [ -3.6332283   -0.06928301   0.14974022   0.           0.        ]]",c6033e509fb7da9fade41888057ef650,7a27a73d11efc0eae6932e38b4ab813f,002663f8-6c40-4cc8-b790-a56b34eb0b5b,5752ac0af48a6756b2839ee3a4f88280,True,f61d31ea66adbd899b4b267d93f7daf2,7e8cac710e1012f794475e86e877747c,2,0.0
1755778946.608161,npy,samples/MICARRAY/rosbag__MICARRAY__1755778946608161.npy,0,0,"[[ 0.34558105 -2.11376953 -2.76657104 ...  1.41163635 -3.21052551
   7.62590027]
 [ 0.3374939  -2.12680054 -2.85681152 ...  1.43522644 -3.23890686
   7.75700378]
 [ 0.37319946 -2.15719604 -2.91459656 ...  1.49925232 -3.21089172
   7.89596558]
 ...
 [ 2.18936157 -2.08972168  4.51205444 ...  0.5249939   0.37017822
  -1.2459259 ]
 [ 2.24458313 -2.03852844  4.39205933 ...  0.54606628  0.41661072
  -1.29031372]
 [ 2.30583191 -2.02659607  4.30957031 ...  0.54434204  0.43464661
  -1.31761169]]",12bd54704507014d6d9aa85f62443120,167ac9173166d8844379ed9d63281e3a,002663f8-6c40-4cc8-b790-a56b34eb0b5b,5752ac0af48a6756b2839ee3a4f88280,False,b5392ebfefed3691af5f06c09eda840f,c2fa55553f98c5f2f40c9c92f6cfa192,2,0.008069992065429688
1755778946.629519,npy,samples/MICARRAY/rosbag__MICARRAY__1755778946629519.npy,0,0,"[[ 1.38838196 -0.37561035  3.52763367 ...  1.61160278 -2.61834717
  -0.56938171]
 [ 1.37988281 -0.39364624  3.56964111 ...  1.6546936  -2.62428284
  -0.52224731]
 [ 1.41560364 -0.45275879  3.58195496 ...  1.65130615 -2.63044739
  -0.45419312]
 ...
 [ 3.09138489  2.253479   -0.02325439 ... -2.31820679  4.35894775
  -0.2300415 ]
 [ 3.12298584  2.31459045  0.01051331 ... -2.27832031  4.3366394
  -0.27210999]
 [ 3.06655884  2.38601685  0.02645874 ... -2.25198364  4.26289368
  -0.24926758]]",12bd54704507014d6d9aa85f62443120,b5392ebfefed3691af5f06c09eda840f,002663f8-6c40-4cc8-b790-a56b34eb0b5b,5752ac0af48a6756b2839ee3a4f88280,False,63d8bdb56f8ae9f5d1e7b3699d77977b,167ac9173166d8844379ed9d63281e3a,2,0.02942800521850586
1755778946.651386,npy,samples/MICARRAY/rosbag__MICARRAY__1755778946651386.npy,0,0,"[[ 4.20822144  1.16430664  4.69377136 ... -0.36538696 -6.4055481
   2.48524475]
 [ 4.1930542   1.09216309  4.73579407 ... -0.35890198 -6.40968323
   2.50720215]
 [ 4.16784668  1.11199951  4.73728943 ... -0.33534241 -6.3815155
   2.44039917]
 ...
 [-0.01100159  2.46083069 -0.49449158 ... -1.05453491  1.40336609
  -0.25320435]
 [ 0.04724121  2.50421143 -0.50874329 ... -1.10279846  1.39265442
  -0.15800476]
 [ 0.06706238  2.50416565 -0.57595825 ... -1.18319702  1.3502655
  -0.05618286]]",12bd54704507014d6d9aa85f62443120,63d8bdb56f8ae9f5d1e7b3699d77977b,002663f8-6c40-4cc8-b790-a56b34eb0b5b,5752ac0af48a6756b2839ee3a4f88280,False,c71186de70604be2de30347f39eee3b3,b5392ebfefed3691af5f06c09eda840f,2,0.05129504203796387
1755778946.699945,pcd.bin,samples/LIDAR_TOP/rosbag__LIDAR_TOP__1755778946699945.pcd.bin,0,0,"[[-18.318605    -0.3030839    9.581705     0.           0.        ]
 [-18.564573    -0.18584253   9.6786375    0.           0.        ]
 [-20.098782    -0.06971281  10.282327     0.           0.        ]
 ...
 [ -3.668311    -0.12817255   0.1354512    0.           0.        ]
 [ -3.6821427   -0.09927134   0.13062727   0.           0.        ]
 [ -3.6621795   -0.06971012   0.13866484   0.           0.        ]]",c6033e509fb7da9fade41888057ef650,f61d31ea66adbd899b4b267d93f7daf2,002663f8-6c40-4cc8-b790-a56b34eb0b5b,5752ac0af48a6756b2839ee3a4f88280,False,2538d7b7cf5ff9736b03f69ed0b719cf,7a27a73d11efc0eae6932e38b4ab813f,2,0.0998539924621582
1755778946.721533,npy,samples/MICARRAY/rosbag__MICARRAY__1755778946721532.npy,0,0,"[[-0.38664246 -0.59358215  2.00813293 ... -3.34503174 -0.35925293
   1.40786743]
 [-0.35090637 -0.56700134  2.01750183 ... -3.37590027 -0.39958191
   1.4967041 ]
 [-0.31854248 -0.52243042  2.02957153 ... -3.42863464 -0.44546509
   1.59513855]
 ...
 [ 7.30888367 -1.15603638  0.87960815 ...  0.79612732  3.71585083
  -0.89775085]
 [ 7.27958679 -1.12869263  0.90361023 ...  0.79324341  3.73162842
  -0.90252686]
 [ 7.24102783 -1.09750366  0.90890503 ...  0.79225159  3.74267578
  -0.94230652]]",12bd54704507014d6d9aa85f62443120,c71186de70604be2de30347f39eee3b3,002663f8-6c40-4cc8-b790-a56b34eb0b5b,111c5b8ba0a6a7e227b330da4d7dc894,False,717067052017e46a84904ba595e5bdb7,63d8bdb56f8ae9f5d1e7b3699d77977b,2,0.07862091064453125
1755778946.742999,npy,samples/MICARRAY/rosbag__MICARRAY__1755778946742999.npy,0,0,"[[-0.19282532 -1.71940613  0.64225769 ...  1.80940247  1.51412964
  -2.04142761]
 [-0.22860718 -1.74075317  0.64295959 ...  1.8163147   1.56773376
  -2.0176239 ]
 [-0.23118591 -1.77626038  0.63157654 ...  1.80177307  1.63961792
  -1.99775696]
 ...
 [-2.89425659  0.63604736  1.7734375  ... -6.30847168  1.52606201
   2.17762756]
 [-2.88822937  0.68998718  1.74380493 ... -6.28085327  1.51998901
   2.17384338]
 [-2.84002686  0.69102478  1.71026611 ... -6.2661438   1.50874329
   2.1709137 ]]",12bd54704507014d6d9aa85f62443120,717067052017e46a84904ba595e5bdb7,002663f8-6c40-4cc8-b790-a56b34eb0b5b,111c5b8ba0a6a7e227b330da4d7dc894,False,0ecc94e610eef86911a71771fb1e6adc,c71186de70604be2de30347f39eee3b3,2,0.05715489387512207
1755778946.76319,npy,samples/MICARRAY/rosbag__MICARRAY__1755778946763190.npy,0,0,"[[-3.59307861  7.36405945  1.63713074 ... -0.75088501  0.54730225
  -0.49279785]
 [-3.58839417  7.32537842  1.6206665  ... -0.74478149  0.61834717
  -0.4004364 ]
 [-3.64828491  7.27966309  1.57250977 ... -0.71522522  0.6942749
  -0.34545898]
 ...
 [ 2.21243286  6.08578491  1.41688538 ... -4.10427856  2.58670044
  -0.36929321]
 [ 2.16876221  6.0413208   1.44010925 ... -4.12229919  2.59892273
  -0.32290649]
 [ 2.18365479  6.01940918  1.42510986 ... -4.13186646  2.65034485
  -0.29463196]]",12bd54704507014d6d9aa85f62443120,0ecc94e610eef86911a71771fb1e6adc,002663f8-6c40-4cc8-b790-a56b34eb0b5b,111c5b8ba0a6a7e227b330da4d7dc894,False,d2ddcf62bc41a8bf2641eb9b0306cfdb,717067052017e46a84904ba595e5bdb7,2,0.03696393966674805
1755778946.800154,pcd.bin,samples/LIDAR_TOP/rosbag__LIDAR_TOP__1755778946800154.pcd.bin,0,0,"[[-20.362152    -0.33478993  10.385029     0.           0.        ]
 [-20.072199    -0.1999529   10.27131      0.           0.        ]
 [-19.78329     -0.06870195  10.158295     0.           0.        ]
 ...
 [ -3.6076255   -0.12653449   0.15867865   0.           0.        ]
 [ -3.6391888   -0.09837482   0.1470635    0.           0.        ]
 [ -3.6659145   -0.06976523   0.13723564   0.           0.        ]]",c6033e509fb7da9fade41888057ef650,2538d7b7cf5ff9736b03f69ed0b719cf,002663f8-6c40-4cc8-b790-a56b34eb0b5b,111c5b8ba0a6a7e227b330da4d7dc894,True,09ad564562c445a4ae4c3b2800c4787b,f61d31ea66adbd899b4b267d93f7daf2,2,0.0
1755778946.832367,npy,samples/MICARRAY/rosbag__MICARRAY__1755778946832367.npy,0,0,"[[ 0.80244446 -3.483078   -3.16325378 ... -1.09544373 -0.82923889
  -5.70802307]
 [ 0.7878418  -3.46084595 -3.09941101 ... -1.05030823 -0.76179504
  -5.73995972]
 [ 0.81486511 -3.43986511 -2.98475647 ... -1.01268005 -0.71853638
  -5.77723694]
 ...
 [ 1.38441467  0.94538879 -1.21359253 ...  0.08503723 -1.81997681
  -0.45050049]
 [ 1.3568573   0.95433044 -1.32246399 ...  0.09437561 -1.85054016
  -0.37120056]
 [ 1.34770203  0.92280579 -1.37947083 ...  0.07824707 -1.87120056
  -0.33158875]]",12bd54704507014d6d9aa85f62443120,d2ddcf62bc41a8bf2641eb9b0306cfdb,002663f8-6c40-4cc8-b790-a56b34eb0b5b,111c5b8ba0a6a7e227b330da4d7dc894,False,d1415740e1db456261292ae7217f160e,0ecc94e610eef86911a71771fb1e6adc,2,0.03221297264099121
